ROTT,ROTT_min,ROTT_mean,ROTT_dev,ROTT_ROTT_mean,ROTT_ROTT_max,ROTT_ROTT_min,ROTT_min_mean,ROTT_ROTT_mean_dev,ROTT_ROTT_mean_dev2,IAT,IATmin,IATmax,IATmean,IAT与最小值比,IAT与最大值比,IAT与平均值比,IAT最小比平均,临近IAT比值,Numrec,Numloss,丢包类别
0.0039,0.0038,0.003803,0.000097,1.025522,1,1.026316,0.999226605,1.052381,1.038778,0.0011,0.0011,0.0016,0.0015848,1,0.6875,0.6940727,0.6940727,0.6875,34,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0011,0.0011,0.0016,0.0015844,1,0.6875,0.6942801,0.6942801,0.6875,33,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0012,0.0012,0.0016,0.0015875,1,0.75,0.7559055,0.7559055,0.75,33,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0013,0.0013,0.0016,0.0015909,1,0.8125,0.8171429,0.8171429,0.8125,34,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1,1.026316,0.999226605,1.052381,1.038778,0.0014,0.0014,0.0016,0.0015939,1,0.875,0.878327,0.878327,0.875,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,20,1,1
0.0038,0.0038,0.003813,-0.000013,0.996652,0.863636,1,0.996651786,0.993326,0.994986,0.0014,0.0008,0.0016,0.0015609,1.75,0.875,0.8969359,0.5125348,0.875,47,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0015,0.0015,0.0016,0.001597,1,0.9375,0.9392789,0.9392789,0.9375,34,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,6,1,1
0.0054,0.0038,0.003893,0.001507,1.387156,1,1.421053,0.976146789,2.263473,1.720137,0.0008,0.0008,0.0016,0.0015407,1,0.5,0.5192308,0.5192308,1,28,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,32,2,-1
0.0039,0.0038,0.003802,0.000098,1.025723,1,1.026316,0.999421965,1.052803,1.039087,0.0016,0.0015,0.0016,0.0015989,1.0666667,1,1.0006949,0.9381515,1,91,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,34,2,-1
0.0038,0.0038,0.003808,-0.000008,0.997812,0.974359,1,0.997811816,0.995633,0.996721,0.0016,0.0015,0.0016,0.0015909,1.0666667,1,1.0057143,0.9428571,1,12,1,-1
0.0044,0.0038,0.003827,0.000573,1.149644,1,1.157895,0.992874109,1.351955,1.242619,0.0008,0.0008,0.0016,0.0015619,1,0.5,0.5121951,0.5121951,0.5,22,1,-1
0.0043,0.0038,0.003815,0.000485,1.127217,1,1.131579,0.99614495,1.291519,1.203788,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5076923,0.5,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,22,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,43,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,108,1,1
0.0042,0.0038,0.003854,0.000346,1.089912,0.823529,1.105263,0.986111111,1.19759,1.141217,0.0008,0.0008,0.0016,0.00152,1,0.5,0.5263158,0.5263158,0.5,71,2,-1
0.004,0.0038,0.003806,0.000194,1.050955,1,1.052632,0.998407643,1.107383,1.078431,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,3,-1
0.0039,0.0038,0.003803,0.000097,1.025472,1,1.026316,0.999178307,1.052277,1.038702,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5081967,0.5,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5076923,0.5,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,19,1,1
0.0038,0.0038,0.003804,-0.000004,0.998989,0.974359,1,0.998988878,0.99798,0.998484,0.0016,0.0008,0.0016,0.001536,2,1,1.0416667,0.5208333,1,26,1,1
0.0038,0.0038,0.003805,-0.000005,0.998567,0.95,1,0.998566651,0.997137,0.997852,0.001,0.0008,0.0016,0.0015593,1.25,0.625,0.6413302,0.5130641,0.625,55,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,20,1,1
0.0038,0.0038,0.003809,-0.000009,0.997765,0.926829,1,0.997765363,0.995541,0.996652,0.0011,0.0008,0.0016,0.0015543,1.375,0.6875,0.7076923,0.5146853,0.6875,47,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,23,1,1
0.005,0.0038,0.003982,0.001018,1.255708,1,1.315789,0.9543379,1.687117,1.439791,0.0008,0.0008,0.0016,0.0014,1,0.5,0.5714286,0.5714286,1,11,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,3,1,1
0.0038,0.0038,0.00382,-0.00002,0.994764,0.883721,1,0.994764398,0.989583,0.992167,0.0008,0.0008,0.0016,0.0015345,1,0.5,0.5213483,0.5213483,1,30,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0014,0.0014,0.0016,0.0015935,1,0.875,0.8785425,0.8785425,0.875,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0015,0.0015,0.0016,0.001597,1,0.9375,0.9392789,0.9392789,0.9375,34,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1,1.026316,0.999226605,1.052381,1.038778,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,34,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,33,2,-1
0.0038,0.0038,0.003803,-0.000003,0.999227,0.974359,1,0.999226605,0.998454,0.99884,0.0016,0.0015,0.0016,0.001597,1.0666667,1,1.0018975,0.9392789,1,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,90,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,80,1,1
0.0038,0.0038,0.003804,-0.000004,0.998905,0.826087,1,0.99890471,0.997812,0.998358,0.0016,0.0008,0.0016,0.0015916,2,1,1.0052632,0.5026316,1,192,1,1
0.0053,0.0038,0.003975,0.001325,1.333333,1,1.394737,0.955974843,2,1.6,0.0009,0.0008,0.0016,0.0014636,1.125,0.5625,0.6149068,0.5465839,1.125,12,1,-1
0.0038,0.0038,0.003809,-0.000009,0.997613,0.974359,1,0.997613365,0.995238,0.996424,0.0016,0.0015,0.0016,0.00159,1.0666667,1,1.0062893,0.9433962,1,11,1,-1
0.0044,0.0038,0.003827,0.000573,1.149644,1,1.157895,0.992874109,1.351955,1.242619,0.0008,0.0008,0.0016,0.0015619,1,0.5,0.5121951,0.5121951,0.5,22,2,-1
0.0043,0.0038,0.003815,0.000485,1.127085,1,1.131579,0.996028594,1.291174,1.203562,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,1,-1
0.0042,0.0038,0.003812,0.000388,1.101852,1,1.105263,0.99691358,1.226804,1.160976,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5076923,0.5,34,1,-1
0.0041,0.0038,0.003809,0.000291,1.076448,1,1.078947,0.997683398,1.165552,1.119229,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5076923,0.5,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,228,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,63,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,0,2,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,95,1,1
0.0038,0.0038,0.003812,-0.000012,0.996877,0.883721,1,0.996876952,0.993773,0.995323,0.0016,0.0008,0.0016,0.001561,2,1,1.025,0.5125,2,42,1,1
0.0038,0.0038,0.003833,-0.000033,0.991304,0.77551,1,0.991304348,0.982759,0.987013,0.0016,0.0008,0.0016,0.0015229,2,1,1.0506329,0.5253165,1,84,1,1
0.0047,0.0038,0.003964,0.000736,1.18578,1,1.236842,0.958715596,1.456338,1.307206,0.0008,0.0008,0.0016,0.00137,1,0.5,0.5839416,0.5839416,0.8888889,11,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0009,0.0009,0.0016,0.0015767,1,0.5625,0.5708245,0.5708245,0.5625,31,4,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0011,0.0011,0.0016,0.0015833,1,0.6875,0.6947368,0.6947368,0.6875,31,2,-1
0.0039,0.0038,0.00385,0.00005,1.012987,1,1.026316,0.987012987,1.026316,1.019608,0.0013,0.0013,0.0013,0.0013,1,1,1,1,0,2,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,20,1,1
0.0038,0.0038,0.003842,-0.000042,0.989154,0.883721,1,0.989154013,0.978541,0.983819,0.0009,0.0008,0.0016,0.0014364,1.125,0.5625,0.6265823,0.556962,1.125,12,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,24,1,1
0.0039,0.0038,0.00388,0.00002,1.005155,0.866667,1.026316,0.979381443,1.010363,1.007752,0.0016,0.0008,0.0016,0.0014222,2,1,1.125,0.5625,1.7777778,10,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,31,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,3,2,-1
0.0038,0.0038,0.003803,-0.000003,0.999227,0.974359,1,0.999226605,0.998454,0.99884,0.0016,0.0015,0.0016,0.001597,1.0666667,1,1.0018975,0.9392789,1,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,4,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,26,1,1
0.0053,0.0038,0.00383,0.00147,1.383889,1,1.394737,0.992222222,2.246168,1.712616,0.0009,0.0008,0.0016,0.0015667,1.125,0.5625,0.5744681,0.5106383,1.125,94,2,-1
0.0043,0.0038,0.003816,0.000484,1.126945,1,1.131579,0.995904996,1.290807,1.203323,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5081967,0.5,32,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,3,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,7,1,1
0.0038,0.0038,0.003812,-0.000012,0.996914,0.904762,1,0.99691358,0.993846,0.995378,0.0016,0.0008,0.0016,0.0015515,2,1,1.03125,0.515625,1,34,1,1
0.0042,0.0038,0.003804,0.000396,1.104048,1,1.105263,0.998900132,1.232261,1.164636,0.0008,0.0008,0.0016,0.0015832,1,0.5,0.5053079,0.5053079,0.5,239,1,-1
0.004,0.0038,0.003806,0.000194,1.051005,1,1.052632,0.998454405,1.107492,1.078509,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5076923,0.5,34,2,-1
0.0039,0.0038,0.003803,0.000097,1.025498,1,1.026316,0.999203187,1.05233,1.038741,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,21,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0009,0.0008,0.0016,0.0015489,1.125,0.5625,0.5810617,0.5164993,0.5625,46,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,33,1,1
0.0038,0.0038,0.003808,-0.000008,0.997812,0.95,1,0.997811816,0.995633,0.996721,0.0016,0.0014,0.0016,0.0015913,1.1428571,1,1.0054645,0.8797814,1,24,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,11,1,1
0.0038,0.0038,0.003803,-0.000003,0.999314,0.95,1,0.999313972,0.998629,0.998971,0.0016,0.0008,0.0016,0.001586,2,1,1.0088496,0.5044248,1,115,1,1
0.0039,0.0038,0.003852,0.000048,1.01233,0.8125,1.026316,0.986372485,1.024967,1.018609,0.0011,0.0008,0.0016,0.0015051,1.375,0.6875,0.7308348,0.5315162,0.6875,40,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0012,0.0012,0.0016,0.0015875,1,0.75,0.7559055,0.7559055,0.75,33,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0013,0.0013,0.0016,0.0015903,1,0.8125,0.8174442,0.8174442,0.8125,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0014,0.0014,0.0016,0.0015939,1,0.875,0.878327,0.878327,0.875,34,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1,1.026316,0.999226605,1.052381,1.038778,0.0015,0.0015,0.0016,0.001597,1,0.9375,0.9392789,0.9392789,0.9375,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,23,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,4,1,1
0.0038,0.0038,0.003821,-0.000021,0.994449,0.844444,1,0.99444885,0.988959,0.991696,0.0016,0.0008,0.0016,0.00155,2,1,1.0322581,0.516129,1,33,1,1
0.0046,0.0038,0.00396,0.00064,1.161616,1,1.210526,0.95959596,1.385542,1.263736,0.0008,0.0008,0.0016,0.0014,1,0.5,0.5714286,0.5714286,0.5,5,1,1
0.0038,0.0038,0.003813,-0.000013,0.996616,0.826087,1,0.996615905,0.993255,0.994932,0.0016,0.0008,0.0016,0.0015738,2,1,1.0166667,0.5083333,1,62,1,1
0.0038,0.0038,0.00413,-0.00033,0.920097,0.703704,1,0.920096852,0.852018,0.88475,0.0016,0.0008,0.0016,0.0012444,2,1,1.2857143,0.6428571,1,10,1,1
0.0054,0.0038,0.003882,0.001518,1.390984,1,1.421053,0.978840846,2.283988,1.728988,0.0009,0.0008,0.0016,0.0015444,1.125,0.5625,0.5827338,0.5179856,1.125,28,3,-1
0.0043,0.0038,0.003816,0.000484,1.126796,1,1.131579,0.995773457,1.290416,1.203069,0.0008,0.0008,0.0016,0.0015733,1,0.5,0.5084746,0.5084746,0.5,31,4,-1
0.0042,0.0038,0.003813,0.000387,1.101523,1,1.105263,0.996615905,1.225989,1.160428,0.0008,0.0008,0.0016,0.0015733,1,0.5,0.5084746,0.5084746,0.5,31,2,-1
0.004,0.0038,0.003806,0.000194,1.050955,1,1.052632,0.998407643,1.107383,1.078431,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,2,-1
0.0039,0.0038,0.003803,0.000097,1.025498,1,1.026316,0.999203187,1.05233,1.038741,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0009,0.0009,0.0016,0.0015788,1,0.5625,0.5700576,0.5700576,0.5625,34,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0009,0.0009,0.0016,0.0015781,1,0.5625,0.570297,0.570297,0.5625,33,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.001,0.001,0.0016,0.0015818,1,0.625,0.6321839,0.6321839,0.625,34,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1,1.026316,0.999226605,1.052381,1.038778,0.0011,0.0011,0.0016,0.0015848,1,0.6875,0.6940727,0.6940727,0.6875,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0011,0.0011,0.0016,0.0015848,1,0.6875,0.6940727,0.6940727,0.6875,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0012,0.0012,0.0016,0.0015879,1,0.75,0.7557252,0.7557252,0.75,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,32,1,1
0.0051,0.0038,0.004533,0.000567,1.125,1,1.342105,0.838235294,1.285714,1.2,0.0008,0.0008,0.0009,0.00085,1,0.8888889,0.9411765,0.9411765,0.8888889,3,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,27,1,1
0.0039,0.0038,0.0039,0,1,0.906977,1.026316,0.974358974,1,1,0.0009,0.0008,0.0016,0.00124,1.125,0.5625,0.7258065,0.6451613,1.125,6,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0014,0.0014,0.0016,0.0015933,1,0.875,0.8786611,0.8786611,0.875,31,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0015,0.0015,0.0015,0.0015,1,1,1,1,0,2,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,0,2,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,29,1,1
0.0038,0.0038,0.003807,-0.000007,0.998124,0.844444,1,0.998123827,0.996255,0.997188,0.0016,0.0008,0.0016,0.0015835,2,1,1.0104167,0.5052083,2,98,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,0,2,1,1
0.0038,0.0038,0.00388,-0.00008,0.979258,0.703704,1,0.979258328,0.95936,0.969207,0.0016,0.0008,0.0016,0.00152,2,1,1.0526316,0.5263158,1,41,1,-1
0.0044,0.0038,0.003827,0.000573,1.149644,1,1.157895,0.992874109,1.351955,1.242619,0.0008,0.0008,0.0016,0.0015619,1,0.5,0.5121951,0.5121951,0.5,22,2,-1
0.0043,0.0038,0.003815,0.000485,1.127085,1,1.131579,0.996028594,1.291174,1.203562,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,10,1,1
0.0038,0.0038,0.003811,-0.000011,0.997163,0.904762,1,0.997163121,0.994342,0.995751,0.0016,0.0008,0.0016,0.0015556,2,1,1.0285714,0.5142857,1,37,1,1
0.0038,0.0038,0.003806,-0.000006,0.998391,0.926829,1,0.998391421,0.996788,0.997589,0.0016,0.0008,0.0016,0.0015667,2,1,1.0212766,0.5106383,1,49,1,1
0.0038,0.0038,0.003813,-0.000013,0.996503,0.95,1,0.996503497,0.993031,0.994764,0.0016,0.0008,0.0016,0.0015429,2,1,1.037037,0.5185185,1,15,1,1
0.0039,0.0038,0.003804,0.000096,1.025298,1,1.026316,0.999007937,1.051908,1.038433,0.0008,0.0008,0.0016,0.0015538,1,0.5,0.5148515,0.5148515,0.5,53,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,13,1,1
0.0039,0.0038,0.003802,0.000098,1.025816,1,1.026316,0.999512908,1.053,1.03923,0.0009,0.0008,0.0016,0.0015566,1.125,0.5625,0.5781818,0.5139394,0.5625,54,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0009,0.0009,0.0016,0.0015781,1,0.5625,0.570297,0.570297,0.5625,33,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.001,0.001,0.0016,0.0015812,1,0.625,0.6324111,0.6324111,0.625,33,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0011,0.0011,0.0016,0.0015848,1,0.6875,0.6940727,0.6940727,0.6875,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,31,1,1
0.0038,0.0038,0.003883,-0.000083,0.978541,0.904762,1,0.978540773,0.957983,0.968153,0.0016,0.0008,0.0016,0.00128,2,1,1.25,0.625,1,6,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,4,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,9,1,1
0.0046,0.0038,0.00382,0.00078,1.204188,1,1.210526,0.994764398,1.513158,1.341108,0.0008,0.0008,0.0016,0.0015456,1,0.5,0.5176085,0.5176085,0.6153846,80,1,1
0.0039,0.0038,0.003818,0.000082,1.021429,0.906977,1.026316,0.995238095,1.043796,1.032491,0.0014,0.0011,0.0016,0.0015781,1.2727273,0.875,0.8871287,0.6970297,0.875,33,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0015,0.0015,0.0016,0.0015968,1,0.9375,0.9393939,0.9393939,0.9375,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0015,0.0015,0.0016,0.0015982,1,0.9375,0.9385475,0.9385475,0.9375,57,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,26,1,1
0.0054,0.0038,0.004056,0.001344,1.331507,1,1.421053,0.936986301,1.991803,1.596059,0.0009,0.0008,0.0016,0.0014125,1.125,0.5625,0.6371681,0.5663717,1.125,9,1,-1
0.0038,0.0038,0.003808,-0.000008,0.997812,0.974359,1,0.997811816,0.995633,0.996721,0.0016,0.0015,0.0016,0.0015909,1.0666667,1,1.0057143,0.9428571,1,12,1,1
0.0054,0.0038,0.003905,0.001495,1.383003,1,1.421053,0.97322468,2.241509,1.710583,0.0009,0.0008,0.0016,0.0015286,1.125,0.5625,0.588785,0.5233645,1.125,22,2,-1
0.0043,0.0038,0.003816,0.000484,1.126945,1,1.131579,0.995904996,1.290807,1.203323,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5081967,0.5,32,3,-1
0.0042,0.0038,0.003812,0.000387,1.101639,1,1.105263,0.996721311,1.226277,1.160622,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5081967,0.5,32,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,31,1,1
0.0041,0.0038,0.004,0.0001,1.025,1,1.078947,0.95,1.051282,1.037975,0.0009,0.0008,0.0009,0.00085,1.125,1,1.0588235,0.9411765,1.125,3,1,-1
0.0039,0.0038,0.003803,0.000097,1.025472,1,1.026316,0.999178307,1.052277,1.038702,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5081967,0.5,32,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5076923,0.5,34,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1,1.026316,0.999226605,1.052381,1.038778,0.0009,0.0009,0.0016,0.0015788,1,0.5625,0.5700576,0.5700576,0.5625,34,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,4,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,8,1,1
0.0038,0.0038,0.00384,-0.00004,0.989681,0.791667,1,0.98968059,0.979572,0.9846,0.001,0.0008,0.0016,0.0015269,1.25,0.625,0.6549118,0.5239295,0.625,53,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0011,0.0011,0.0016,0.0015844,1,0.6875,0.6942801,0.6942801,0.6875,33,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0012,0.0012,0.0016,0.0015879,1,0.75,0.7557252,0.7557252,0.75,34,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,19,1,1
0.0051,0.0038,0.003931,0.001169,1.297297,1,1.342105,0.966613672,1.846154,1.52381,0.0008,0.0008,0.0016,0.0014733,1,0.5,0.5429864,0.5429864,1,16,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,9,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,0,2,1,1
0.0052,0.0038,0.004,0.0012,1.3,1,1.368421,0.95,1.857143,1.529412,0.0008,0.0008,0.0016,0.0014455,1,0.5,0.5534591,0.5534591,1,23,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0015,0.0015,0.0016,0.0015966,1,0.9375,0.9395248,0.9395248,0.9375,30,2,-1
0.0038,0.0038,0.004067,-0.000267,0.934426,0.826087,1,0.93442623,0.876923,0.904762,0.0016,0.0008,0.0016,0.0012,2,1,1.3333333,0.6666667,2,3,2,-1
0.0038,0.0038,0.003803,-0.000003,0.999124,0.974359,1,0.999123576,0.998249,0.998686,0.0016,0.0015,0.0016,0.0015966,1.0666667,1,1.0021598,0.9395248,1,30,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,3,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,91,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,25,1,1
0.0053,0.0038,0.00387,0.00143,1.369509,1,1.394737,0.981912145,2.172131,1.679873,0.0009,0.0008,0.0016,0.0015205,1.125,0.5625,0.5919056,0.5261383,1.125,40,2,-1
0.0043,0.0038,0.003815,0.000485,1.127085,1,1.131579,0.996028594,1.291174,1.203562,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5079365,0.5,33,2,-1
